IncidentNumber,CaseNumber,DateOccurred - Dt,DateOccurred - Txt,IncidentType,IncidentCode,AssociatedOfficerNumber,BadgeNum ber,OfficerTitle,OfficerRace,OfficerGender,OfficerOnDuty,FullAddress,CitizenNumber,CitizenRace,CitizenGenger,CitizenFatality,City,Precinct,CitizenGender,UseOfForceType
29443,23-265-0527,9/22/2023,2023-09-22,Use Offorce,UOF,1919,P3704,Officer,White,Male,,,12604,Black,Male,No,Buffalo,B,Male,Verbal Commands
29443,23-265-0527,9/22/2023,2023-09-22,Use Offorce,UOF,1919,P3704,Officer,White,Male,,,12604,Black,Male,No,Buffalo,B,Male,Taser Deploy
29444,23-265-0527,9/22/2023,2023-09-22,Use Offorce,UOF,1912,P3700,Officer,Hispanic,Male,,,12604,Black,Male,No,Buffalo,B,Male,Taser Deploy
29445,23-265-0944,9/22/2023,2023-09-22,Use Offorce,UOF,2421,P3971,Ppo,White,Male,,,12605,White,Male,No,Buffalo,D,Male,Verbal Commands
29445,23-265-0944,9/22/2023,2023-09-22,Use Offorce,UOF,2421,P3971,Ppo,White,Male,,,12605,White,Male,No,Buffalo,D,Male,Firearm Brandished
29449,23-266-0984,9/23/2023,2023-09-23,Use Offorce,UOF,2260,P3864,Officer,White,Female,,,12606,Black,Male,No,Buffalo,D,Male,Physical Engagement
29450,23-266-0984,9/23/2023,2023-09-23,Use Offorce,UOF,1852,P3658,Officer,White,Male,,,12606,Black,Male,No,Buffalo,D,Male,Verbal Commands
29450,23-266-0984,9/23/2023,2023-09-23,Use Offorce,UOF,1852,P3658,Officer,White,Male,,,12606,Black,Male,No,Buffalo,D,Male,Physical Engagement
29451,23-266-0984,9/23/2023,2023-09-23,Use Offorce,UOF,2410,P3976,Ppo,Black,Male,,,12606,Black,Male,No,Buffalo,D,Male,Physical Engagement
29452,23-266-0984,9/23/2023,2023-09-23,Use Offorce,UOF,2088,P3717,Officer,White,Male,,,12606,Black,Male,No,Buffalo,D,Male,Taser Deploy
29452,23-266-0984,9/23/2023,2023-09-23,Use Offorce,UOF,2088,P3717,Officer,White,Male,,,12606,Black,Male,No,Buffalo,D,Male,Verbal Commands
29452,23-266-0984,9/23/2023,2023-09-23,Use Offorce,UOF,2088,P3717,Officer,White,Male,,,12606,Black,Male,No,Buffalo,D,Male,Physical Engagement
29453,23-266-0984,9/23/2023,2023-09-23,Use Offorce,UOF,2435,P3969,Ppo,White,Male,,,12606,Black,Male,No,Buffalo,D,Male,Verbal Commands
29453,23-266-0984,9/23/2023,2023-09-23,Use Offorce,UOF,2435,P3969,Ppo,White,Male,,,12606,Black,Male,No,Buffalo,D,Male,Physical Engagement
29454,23-267-0140,9/24/2023,2023-09-24,Use Offorce,UOF,984,,Lieutenant,White,Male,,,11388,Black,Male,No,Buffalo,,Male,Taser Brandished
29454,23-267-0140,9/24/2023,2023-09-24,Use Offorce,UOF,984,,Lieutenant,White,Male,,,11388,Black,Male,No,Buffalo,,Male,Taser Deploy
29457,23-195-0036,7/14/2023,2023-07-14,External,GEN,2091,3788,Oﬃcer,,Male,No,,12607,Black,Female,No,Buﬀalo,,Female,
29457,23-195-0036,7/14/2023,2023-07-14,External,GEN,2351,P3879,Ppo,White,Male,No,,12607,Black,Female,No,Buﬀalo,,Female,
29457,23-195-0036,7/14/2023,2023-07-14,External,GEN,2351,P3879,Ppo,White,Male,No,,12609,Black,Female,No,Buﬀalo,,Female,
29457,23-195-0036,7/14/2023,2023-07-14,External,GEN,2091,3788,Oﬃcer,,Male,No,,12609,Black,Female,No,Buﬀalo,,Female,
29460,23-267-0339,9/24/2023,2023-09-24,Use Of Force,UOF,938,P3366,Policeofficer,White,Male,,,12611,Black,Male,No,Buffalo,C,Male,Physical
29461,23-267-0339,9/24/2023,2023-09-24,Use Offorce,UOF,1872,D726,Officer,White,Male,,,12611,Black,Male,No,Buffalo,C,Male,Verbal Commands
29461,23-267-0339,9/24/2023,2023-09-24,Use Offorce,UOF,1872,D726,Officer,White,Male,,,12611,Black,Male,No,Buffalo,C,Male,Taser Brandished
29461,23-267-0339,9/24/2023,2023-09-24,Use Offorce,UOF,1872,D726,Officer,White,Male,,,12611,Black,Male,No,Buffalo,C,Male,Taser Deploy
29462,23-267-0857,9/24/2023,2023-09-24,Use Offorce,UOF,2263,P3865,Officer,Hispanic,Male,,,12064,Black,Female,No,Buffalo,D,Female,Verbal Commands
29462,23-267-0857,9/24/2023,2023-09-24,Use Offorce,UOF,2263,P3865,Officer,Hispanic,Male,,,12064,Black,Female,No,Buffalo,D,Female,Taser Brandished
29462,23-267-0857,9/24/2023,2023-09-24,Use Offorce,UOF,2263,P3865,Officer,Hispanic,Male,,,12064,Black,Female,No,Buffalo,D,Female,Physical Engagement
29463,23-267-1032,,,Use Offorce,UOF,1841,P3619,Officer,White,Male,,,12612,Unknown,Male,No,Buffalo,B,Male,Verbal Commands
29463,23-267-1032,,,Use Offorce,UOF,1841,P3619,Officer,White,Male,,,12612,Unknown,Male,No,Buffalo,B,Male,Physical Engagement
29464,23-267-1065,9/24/2023,2023-09-24,Use Offorce,UOF,2435,P3969,Ppo,White,Male,,,4672,Black,Male,No,Buffalo,D,Male,Taser Brandished
29464,23-267-1065,9/24/2023,2023-09-24,Use Offorce,UOF,2435,P3969,Ppo,White,Male,,,4672,Black,Male,No,Buffalo,D,Male,Physical Engagement
29465,23-267-1065,9/24/2023,2023-09-24,Use Offorce,UOF,2088,P3717,Officer,White,Male,,,4672,Black,Male,No,Buffalo,D,Male,Verbal Commands
29465,23-267-1065,9/24/2023,2023-09-24,Use Offorce,UOF,2088,P3717,Officer,White,Male,,,4672,Black,Male,No,Buffalo,D,Male,Physical Engagement
29466,23-267-0857,9/25/2023,2023-09-25,Use Offorce,UOF,2412,,Ppo,Asian,Male,,,12064,Black,Female,No,Buﬀalo,D,Female,Other
29466,23-267-0857,9/25/2023,2023-09-25,Use Offorce,UOF,2412,,Ppo,Asian,Male,,,12064,Black,Female,No,Buffalo,D,Female,Physical Engagement
29467,23-267-1065,9/24/2023,2023-09-24,Use Offorce,UOF,1852,P3658,Officer,White,Male,,,4672,Black,Male,No,Buffalo,D,Male,Verbal Commands
29467,23-267-1065,9/24/2023,2023-09-24,Use Offorce,UOF,1852,P3658,Officer,White,Male,,,4672,Black,Male,No,Buffalo,D,Male,Physical Engagement
29468,23-268-0178,9/25/2023,2023-09-25,Use Offorce,UOF,858,C139,Captain,White,Male,,,12613,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29468,23-268-0178,9/25/2023,2023-09-25,Use Offorce,UOF,858,C139,Captain,White,Male,,,12614,Black,Female,No,Buffalo,E,Female,Firearm Brandished
29468,23-268-0178,9/25/2023,2023-09-25,Use Offorce,UOF,858,C139,Captain,White,Male,,,12615,Black,Female,No,Buffalo,E,Female,Firearm Brandished
29468,23-268-0178,9/25/2023,2023-09-25,Use Offorce,UOF,858,C139,Captain,White,Male,,,12616,Black,Female,No,Buffalo,E,Female,Firearm Brandished
29468,23-268-0178,9/25/2023,2023-09-25,Use Offorce,UOF,858,C139,Captain,White,Male,,,12617,Black,Female,No,Buffalo,E,Female,Firearm Brandished
29468,23-268-0178,9/25/2023,2023-09-25,Use Offorce,UOF,858,C139,Captain,White,Male,,,12618,Black,Female,No,Buffalo,E,Female,Firearm Brandished
29471,23-268-0794,9/25/2023,2023-09-25,Use Offorce,UOF,1336,P3460,Officer,White,Male,,,12619,White,Male,No,Buffalo,A,Male,Taser Brandished
29472,23-268-1182,9/25/2023,2023-09-25,Use Offorce,UOF,2396,P3946,Ppo,White,Male,,,12620,White,Male,No,Buffalo,E,Male,Verbal Commands
29472,23-268-1182,9/25/2023,2023-09-25,Use Offorce,UOF,2396,P3946,Ppo,White,Male,,,12620,White,Male,No,Buffalo,E,Male,Physical Engagement
29473,23-268-1182,9/25/2023,2023-09-25,Use Offorce,UOF,2314,P2072,Ppo,White,Male,,,12620,White,Male,No,Buffalo,Hq,Male,Verbal Commands
29473,23-268-1182,9/25/2023,2023-09-25,Use Offorce,UOF,2314,P2072,Ppo,White,Male,,,12620,White,Male,No,Buffalo,Hq,Male,Firearm Brandished
29473,23-268-1182,9/25/2023,2023-09-25,Use Offorce,UOF,2314,P2072,Ppo,White,Male,,,12620,White,Male,No,Buffalo,Hq,Male,Physical Engagement
29475,23-268-0176,9/25/2023,2023-09-25,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12621,Black,Male,No,Buffalo,C,Male,Firearm Brandished
29475,23-268-0176,9/25/2023,2023-09-25,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12622,Black,Female,No,Buffalo,C,Female,Firearm Brandished
29475,23-268-0176,9/25/2023,2023-09-25,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12623,Black,Male,No,Buffalo,C,Male,Firearm Brandished
29475,23-268-0176,9/25/2023,2023-09-25,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12624,Black,Female,No,Buffalo,C,Female,Firearm Brandished
29476,23-269-0706,9/26/2023,2023-09-26,Use Offorce,UOF,1975,P3731,Officer,White,Male,,,12625,Black,Female,No,Buffalo,C,Female,Verbal Commands
29476,23-269-0706,9/26/2023,2023-09-26,Use Offorce,UOF,1975,P3731,Officer,White,Male,,,12625,Black,Female,No,Buffalo,C,Female,Physical Engagement
29477,23-270-0014,9/27/2023,2023-09-27,Use Offorce,UOF,2269,P3885,Officer,Other,Male,,,12626,Black,Female,No,Buffalo,A,Female,Physical Engagement
29477,23-270-0014,9/27/2023,2023-09-27,Use Offorce,UOF,2269,P3885,Officer,Other,Male,,,12626,Black,Female,No,Buffalo,A,Female,Verbal Commands
29478,23-270-0014,9/27/2023,2023-09-27,Use Offorce,UOF,2126,P3815,Officer,White,Male,,,12626,Black,Female,No,Buffalo,C,Female,Verbal Commands
29478,23-270-0014,9/27/2023,2023-09-27,Use Offorce,UOF,2126,P3815,Officer,White,Male,,,12626,Black,Female,No,Buffalo,C,Female,Physical Engagement
29479,23-269-0372,9/26/2023,2023-09-26,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12627,Black,Male,No,Buffalo,C,Male,Firearm Brandished
29479,23-269-0372,9/26/2023,2023-09-26,Use Offorce,UOF,197,D483,Detective,White,Male,,,12627,Black,Male,No,Buffalo,C,Male,Firearm Brandished
29479,23-269-0372,9/26/2023,2023-09-26,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,12627,Black,Male,No,Buffalo,C,Male,Firearm Brandished
29479,23-269-0372,9/26/2023,2023-09-26,Use Offorce,UOF,75,L457,Lieutenant,White,Male,,,12627,Black,Male,No,Buffalo,C,Male,Firearm Brandished
29479,23-269-0372,9/26/2023,2023-09-26,Use Offorce,UOF,75,L457,Lieutenant,White,Male,,,12628,Black,Male,No,Buffalo,C,Male,Firearm Brandished
29479,23-269-0372,9/26/2023,2023-09-26,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,12628,Black,Male,No,Buffalo,C,Male,Firearm Brandished
29479,23-269-0372,9/26/2023,2023-09-26,Use Offorce,UOF,197,D483,Detective,White,Male,,,12628,Black,Male,No,Buffalo,C,Male,Firearm Brandished
29479,23-269-0372,9/26/2023,2023-09-26,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12628,Black,Male,No,Buffalo,C,Male,Firearm Brandished
29479,23-269-0372,9/26/2023,2023-09-26,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12629,Black,Female,No,Buffalo,C,Female,Firearm Brandished
29479,23-269-0372,9/26/2023,2023-09-26,Use Offorce,UOF,197,D483,Detective,White,Male,,,12629,Black,Female,No,Buffalo,C,Female,Firearm Brandished
29479,23-269-0372,9/26/2023,2023-09-26,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,12629,Black,Female,No,Buffalo,C,Female,Firearm Brandished
29479,23-269-0372,9/26/2023,2023-09-26,Use Offorce,UOF,75,L457,Lieutenant,White,Male,,,12629,Black,Female,No,Buffalo,C,Female,Firearm Brandished
29480,23-269-1013,9/26/2023,2023-09-26,Use Offorce,UOF,967,L499,Lieutenant,White,Male,,,12630,Unknown,Male,No,Buffalo,B,Male,Firearm Brandished
29481,23-270-0824,9/27/2023,2023-09-27,Use Offorce,UOF,2011,D722,Officer,White,Male,,,12631,Black,Male,No,Buffalo,D,Male,Physical Engagement
29481,23-270-0824,9/27/2023,2023-09-27,Use Offorce,UOF,2011,D722,Officer,White,Male,,,12631,Black,Male,No,Buffalo,D,Male,Verbal Commands
29482,23-270-0824,9/27/2023,2023-09-27,Use Of Force,UOF,1833,P3646,Officer,Americanind,Male,,,12631,Black,Male,No,Buﬀalo,D,Male,Cap Spray Deploy
29482,23-270-0824,9/27/2023,2023-09-27,Use Of Force,UOF,1833,P3646,Officer,Americanind,Male,,,12631,Black,Male,No,Buﬀalo,D,Male,Pain Compliance Hold
29482,23-270-0824,9/27/2023,2023-09-27,Use Of Force,UOF,1833,P3646,Officer,Americanind,Male,,,12631,Black,Male,No,Buﬀalo,D,Male,Verbal Commands
29482,23-270-0824,9/27/2023,2023-09-27,Use Of Force,UOF,1833,P3646,Officer,Americanind,Male,,,12631,Black,Male,No,Buﬀalo,D,Male,Physical Engagement
29483,23-270-0824,9/27/2023,2023-09-27,Use Offorce,UOF,2010,P3735,Officer,White,Male,,,12631,Black,Male,No,Buffalo,B,Male,Verbal Commands
29483,23-270-0824,9/27/2023,2023-09-27,Use Offorce,UOF,2010,P3735,Officer,White,Male,,,12631,Black,Male,No,Buffalo,B,Male,Physical Engagement
29483,23-270-0824,9/27/2023,2023-09-27,Use Offorce,UOF,2010,P3735,Officer,White,Male,,,12631,Black,Male,No,Buffalo,B,Male,Taser Brandished
29483,23-270-0824,9/27/2023,2023-09-27,Use Offorce,UOF,2010,P3735,Officer,White,Male,,,12631,Black,Male,No,Buffalo,B,Male,Taser Deploy
29483,23-270-0824,9/27/2023,2023-09-27,Use Offorce,UOF,2010,P3735,Officer,White,Male,,,12631,Black,Male,No,Buffalo,B,Male,Physical Engagement
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,1305,P3012,Officer,White,Male,,,12632,White,Male,No,Buffalo,A,Male,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12632,White,Male,No,Buffalo,A,Male,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,75,L457,Lieutenant,White,Male,,,12632,White,Male,No,Buffalo,A,Male,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,858,C139,Captain,White,Male,,,12632,White,Male,No,Buffalo,A,Male,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,1101,D327,Detective,White,Male,,,12632,White,Male,No,Buffalo,A,Male,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,1101,D327,Detective,White,Male,,,12633,White,Male,No,Buffalo,A,Male,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,858,C139,Captain,White,Male,,,12633,White,Male,No,Buffalo,A,Male,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,75,L457,Lieutenant,White,Male,,,12633,White,Male,No,Buffalo,A,Male,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12633,White,Male,No,Buffalo,A,Male,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,1305,P3012,Officer,White,Male,,,12633,White,Male,No,Buffalo,A,Male,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,1305,P3012,Officer,White,Male,,,12634,White,Female,No,Buffalo,A,Female,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12634,White,Female,No,Buffalo,A,Female,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,75,L457,Lieutenant,White,Male,,,12634,White,Female,No,Buffalo,A,Female,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,858,C139,Captain,White,Male,,,12634,White,Female,No,Buffalo,A,Female,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,1101,D327,Detective,White,Male,,,12634,White,Female,No,Buffalo,A,Female,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,1101,D327,Detective,White,Male,,,12635,White,Female,No,Buffalo,A,Female,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,858,C139,Captain,White,Male,,,12635,White,Female,No,Buffalo,A,Female,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,75,L457,Lieutenant,White,Male,,,12635,White,Female,No,Buffalo,A,Female,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12635,White,Female,No,Buffalo,A,Female,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,1305,P3012,Officer,White,Male,,,12635,White,Female,No,Buffalo,A,Female,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,1305,P3012,Officer,White,Male,,,12636,White,Male,No,Buffalo,A,Male,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,458,,Detective,Hispanic,Male,,,12636,White,Male,No,Buffalo,A,Male,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,75,L457,Lieutenant,White,Male,,,12636,White,Male,No,Buffalo,A,Male,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,858,C139,Captain,White,Male,,,12636,White,Male,No,Buffalo,A,Male,Firearm Brandished
29484,23-271-0338,9/28/2023,2023-09-28,Use Offorce,UOF,1101,D327,Detective,White,Male,,,12636,White,Male,No,Buffalo,A,Male,Firearm Brandished
29485,23-255-0372,9/27/2023,2023-09-27,Use Offorce,UOF,2265,P3849,Officer,Hispanic,Male,,,2256,Hispanic,Male,No,Buffalo,D,Male,Verbal Commands
29485,23-255-0372,9/27/2023,2023-09-27,Use Offorce,UOF,2265,P3849,Officer,Hispanic,Male,,,2256,Hispanic,Male,No,Buffalo,D,Male,Physical Engagement
29485,23-255-0372,9/27/2023,2023-09-27,Use Offorce,UOF,2265,P3849,Officer,Hispanic,Male,,,2256,Hispanic,Male,No,Buffalo,D,Male,Taser Deploy
29489,232721265,9/29/2023,2023-09-29,Use Offorce,UOF,2386,P3935,Ppo,Hispanic,Male,,,12640,White,Female,No,Buﬀalo,B,Female,
29489,232721265,9/29/2023,2023-09-29,Use Offorce,UOF,2362,P3911,Oﬃcer,White,Male,,,12640,White,Female,No,Buﬀalo,B,Female,
29490,232730251,9/30/2023,2023-09-30,Use Offorce,UOF,1811,P2033,Officer,White,Male,,,10813,Black,Male,No,Buffalo,E,Male,Firearm Brandished
29490,232730251,9/30/2023,2023-09-30,Use Offorce,UOF,1811,P2033,Officer,White,Male,,,10813,Black,Male,No,Buffalo,E,Male,Verbal Commands
29491,23-274-0106,10/1/2023,2023-10-01,Vehiclepursuit,VP,2334,P3897,Oﬃcer,White,Male,,,12641,Unknown,Unknown,No,Buﬀalo,D,Unknown,
29494,23-2741204,10/2/2023,2023-10-02,Use Offorce,UOF,2314,P2072,Ppo,White,Male,,,12642,Black,Female,No,Buffalo,E,Female,Verbal Commands
29494,23-2741204,10/2/2023,2023-10-02,Use Offorce,UOF,2314,P2072,Ppo,White,Male,,,12642,Black,Female,No,Buffalo,E,Female,Physical Engagement
29495,23-274-1204,10/1/2023,2023-10-01,Use Offorce,UOF,2396,P3946,Ppo,White,Male,,,12642,Black,Female,No,Buffalo,E,Female,Verbal Commands
29495,23-274-1204,10/1/2023,2023-10-01,Use Offorce,UOF,2396,P3946,Ppo,White,Male,,,12642,Black,Female,No,Buffalo,E,Female,Physical Engagement
29495,23-274-1204,10/1/2023,2023-10-01,Use Offorce,UOF,2396,P3946,Ppo,White,Male,,,12642,Black,Female,No,Buffalo,E,Female,Cap Spray Deploy
29497,23-275-0227,10/2/2023,2023-10-02,Use Offorce,UOF,2338,P3901,Ppo,Black/Hispanic,Male,,,5564,,Female,No,Buﬀalo,E,Female,
29498,23-275-1028,10/2/2023,2023-10-02,Use Offorce,UOF,2015,P3752,Officer,Hispanic,Male,,,12643,White,Male,No,Buffalo,A,Male,Verbal Commands
29498,23-275-1028,10/2/2023,2023-10-02,Use Offorce,UOF,2015,P3752,Officer,Hispanic,Male,,,12643,White,Male,No,Buffalo,A,Male,Physical Engagement
29499,23-2741204,10/1/2023,2023-10-01,Use Offorce,UOF,2397,P3947,Ppo,White,Male,,,12642,Black,Female,No,Buffalo,E,Female,Physical Engagement
29499,23-2741204,10/1/2023,2023-10-01,Use Offorce,UOF,2397,P3947,Ppo,White,Male,,,12642,Black,Female,No,Buffalo,E,Female,Physical Engagement
29501,23-276-0741,10/3/2023,2023-10-03,Use Of Force,UOF,693,P2933,Policeofficer,White,Female,,,12644,Black,Female,No,Buffalo,C,Female,Verbal
29501,23-276-0741,10/3/2023,2023-10-03,Use Of Force,UOF,693,P2933,Policeoﬃcer,White,Female,,,12644,Black,Female,No,Buﬀalo,C,Female,Other
29502,23-276-0741,10/3/2023,2023-10-03,Use Of Force,UOF,693,P2933,Police Officer,White,Female,,,12645,Black,Female,No,Buffalo,C,Female,Pain ComplianceHold
29503,232741204,10/1/2023,2023-10-01,Use Offorce,UOF,2373,P3909,Ppo,White,Male,,,12642,Black,Female,No,Buffalo,E,Female,Physical Engagement
29504,23-274-1204,10/1/2023,2023-10-01,Use Offorce,UOF,2392,P3950,Ppo,White,Male,,,12642,Black,Female,No,Buffalo,E,Female,Verbal Commands
29504,23-274-1204,10/1/2023,2023-10-01,Use Offorce,UOF,2392,P3950,Ppo,White,Male,,,12642,Black,Female,No,Buffalo,E,Female,Physical Engagement
29506,23-277-0290,10/4/2023,2023-10-04,Use Offorce,UOF,967,L499,Lieutenant,White,Male,,,12646,White,Male,No,Buffalo,A,Male,Firearm Brandished
29506,23-277-0290,10/4/2023,2023-10-04,Use Offorce,UOF,858,C139,Captain,White,Male,,,12646,White,Male,No,Buffalo,A,Male,Firearm Brandished
29506,23-277-0290,10/4/2023,2023-10-04,Use Offorce,UOF,804,C23,Captain,White,Male,,,12646,White,Male,No,Buffalo,A,Male,Firearm Brandished
29506,23-277-0290,10/4/2023,2023-10-04,Use Of Force,UOF,1001,P2597,Policeofficer,White,Male,,,12646,White,Male,No,Buffalo,A,Male,Firearm
29506,23-277-0290,10/4/2023,2023-10-04,Use Of Force,UOF,1001,P2597,Policeofficer,White,Male,,,12647,White,Female,No,Buffalo,A,Female,Firearm
29506,23-277-0290,10/4/2023,2023-10-04,Use Offorce,UOF,804,C23,Captain,White,Male,,,12647,White,Female,No,Buffalo,A,Female,Firearm Brandished
29506,23-277-0290,10/4/2023,2023-10-04,Use Offorce,UOF,858,C139,Captain,White,Male,,,12647,White,Female,No,Buffalo,A,Female,Firearm Brandished
29506,23-277-0290,10/4/2023,2023-10-04,Use Offorce,UOF,967,L499,Lieutenant,White,Male,,,12647,White,Female,No,Buffalo,A,Female,Firearm Brandished
29507,23-277-0437,10/4/2023,2023-10-04,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,12648,Unknown,Male,No,Buffalo,C,Male,Verbal Commands
29507,23-277-0437,10/4/2023,2023-10-04,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,12648,Unknown,Male,No,Buffalo,C,Male,Firearm Brandished
29507,23-277-0437,10/4/2023,2023-10-04,Use Of Force,UOF,648,P3255,Policeofficer,White,Male,,,12648,Unknown,Male,No,Buffalo,C,Male,Verbal
29507,23-277-0437,10/4/2023,2023-10-04,Use Of Force,UOF,648,P3255,Policeofficer,White,Male,,,12648,Unknown,Male,No,Buffalo,C,Male,Firearm
29507,23-277-0437,10/4/2023,2023-10-04,Use Offorce,UOF,106,D594,Detective,White,Male,,,12648,Unknown,Male,No,Buffalo,C,Male,Firearm Brandished
29507,23-277-0437,10/4/2023,2023-10-04,Use Offorce,UOF,106,D594,Detective,White,Male,,,12648,Unknown,Male,No,Buffalo,C,Male,Verbal Commands
29507,23-277-0437,10/4/2023,2023-10-04,Use Offorce,UOF,106,D594,Detective,White,Male,,,12649,White,Female,No,Buffalo,C,Female,Firearm Brandished
29507,23-277-0437,10/4/2023,2023-10-04,Use Offorce,UOF,106,D594,Detective,White,Male,,,12649,White,Female,No,Buffalo,C,Female,Verbal Commands
29507,23-277-0437,10/4/2023,2023-10-04,Use Of Force,UOF,648,P3255,Policeofficer,White,Male,,,12649,White,Female,No,Buffalo,C,Female,Verbal
29507,23-277-0437,10/4/2023,2023-10-04,Use Of Force,UOF,648,P3255,Policeofficer,White,Male,,,12649,White,Female,No,Buffalo,C,Female,Firearm
29507,23-277-0437,10/4/2023,2023-10-04,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,12649,White,Female,No,Buffalo,C,Female,Verbal Commands
29507,23-277-0437,10/4/2023,2023-10-04,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,12649,White,Female,No,Buffalo,C,Female,Firearm Brandished
29507,23-277-0437,10/4/2023,2023-10-04,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,7155,White,Female,No,Buffalo,C,Female,Verbal Commands
29507,23-277-0437,10/4/2023,2023-10-04,Use Offorce,UOF,1322,L495,Lieutenant,White,Male,,,7155,White,Female,No,Buffalo,C,Female,Firearm Brandished
29507,23-277-0437,10/4/2023,2023-10-04,Use Of Force,UOF,648,P3255,Policeofficer,White,Male,,,7155,White,Female,No,Buffalo,C,Female,Verbal
